,tweet,sentiment
3890,opening pop downtown austin 2 launch,1
3891,around need us sim 3gs next 10 wanna bring one please,1
3892,excitement social network space googles circles,2
3893,150 million mobile maps users,2
3894,dont plan ill end somewhere random coming session 330,1
3895,amp becoming competitors theyre starting realize checkins cool,1
3896,one guy stakes austin popup shop 2 sxswi,1
3897,quotgoogle circlesquot social network idea sound like plan,2
3898,cant wait see internet implode austin friday everyone stops normal activity order 2,2
3899,damn knows like even begins winsåêsxsw via,2
3900,ben benieuwd interrupt regularly scheduled geek programming big news circles,2
3901,great demo maps marissa mayer 3d views amazing 150m mobile users,2
3902,line ipads doesnt look bad waited 65 hours 4,2
3903,mypov winner popup chevy cruze losers investors propping frothy startups w enterprise strategy,2
3904,crossing fingers today seems hopeful w 23 others,1
3905,150 million mobile users maps 40 maps usage mobile devices maps,2
3906,missed touchingstories catch web 20 touching stories designing digital magazines,1
3907,hey austin know little android love music amp wanna make 20hour please let know,1
3908,hollergram app killing,2
3909,analytics 58967 visits ranked top 5 ways people access newsapps,2
3910,70 mobile hits texas tribune come devices cor via niran babalola,1
3911,charity implications launch major social network called circles possibly today,1
3912,ready apps 2 make ur blogging easier sxswi,2
3913,happily drowning sea macs monster energy drink,2
3914,hot pot whattt potsxsw,1
3915,launch major social network called circles possibly today cool,1
3916,enjoying california hollywood silicon valley meets nyc sunny austin bythepool cowboy boots vibe sxswi,1
3917,domo ios android got released domo tonchidot boom,2
3918,10 minutes til marissa mayer takes stage,2
3919,going join amp youtube special events amp,1
3920,love long time catherine amp lori girls found lost info desk ftw,1
3921,convinced upgrade 2 held one trade show failed willpower check,2
3922,music location mobile recording meet ios android updates time,2
3923,interesting mobile stats 40 maps users 150 million come mobile,2
3924,buy online wait line rtmention sets temporary,1
3925,interesting gtgt launch major social network called circles possibly today,2
3926,line around corner ipad2 say wait ive already got two cameras sorry,0
3927,2 sync complete im live livingthedream,2
3928,partying like 1986 last time privacy law updated aclu maggie maes pic,2
3929,shill dont underestimate appeal newsapps,2
3930,pull look busy fit badge line today 400 people shuffling along staring phones,2
3931,theres app think goingsons hollergram,1
3932,brains zombies like content quoted contentrules,1
3933,opening popup austin aapl,1
3934,quotthose use strict designing rules need relax designing androidquot uxamandroid,1
3935,couch propped gut full breakfast tacos dangerous position inertia whats happening tonight friends,1
3936,best thing ive heard weekend quoti gave 2 money japan relief dont need 2quot,1
3937,crazy look around realize last year one,1
3938,discovr available killing get,2
3939,know started lying signal strength,0
3940,going try socialnetworking googlecircles announced today shall see,1
3941,2 sold retail storesexcept pop austin igottagetit,2
3942,looking social signals search results qagb,2
3943,marissa mayer quotour focus location based servicesquot demoed hotpot maps vector maps augmented reality webvisions,2
3944,geek interactive panels holler gram app use display messages others,2
3945,id love know many noniphone users really mean cmon,1
3946,first line morning popup austin caught morning,1
3947,ûïmention 10 dangerous apps,0
3948,starting session quotsteve jobs rise techno priestsquot,1
3949,nc buzzing ipad2 geekdom austin elevate smart,2
3950,see tweet reipad 2 sold,1
3951,youll need qr code app read vcards get qrafter gt qrcode,1
3952,kindda expected quotmention apparently line get grew 2 blocks 5 blocks past 30 mins wutquot,1
3953,spin play concept music discovery amp spincom itunes,2
3954,steals show popup marketing sxswgt,2
3955,youre meet author host android devs sat 1230pm hilton room 615ab,1
3956,data oil companies like facebook monopoly terms service wary,1
3957,didnt get 1 shouldnt ipad2 3g 64gb cover 100 macbook air,0
3958,heard apples going open special theyre expecting lot customers,2
3959,hours popup lone security guard enjoys ipad2,1
3960,dont forget tomorrow music tech category download android app show sxswaccel,1
3961,app themostistcom made mobile ios android also work safari chrome,1
3962,love analytics thanks followers took time check post,2
3963,crowd control pop,1
3964,apps speech therapy communication showcased conference augcomm hcsm mhealth,2
3965,quotpopupquot nuts still packed 1130,1
3966,listening talk design,1
3967,thanks publishing news medical apps sxswi conf blog sxswh,3
3968,cool one ill friday 5pm doodle session,1
3969,opening temp retail austin sell ipads attendees tempted,2
3970,alarms go allow users generate content says googles richard salgado privacybootcamp,1
3971,free app festival explorer helps find bands want see based music tastes,1
3972,nothing says douche cake like walking around like,0
3973,recounts batshit insanity doubling quotcreativityquot ensures quotdont suckquot michaels room groupon,1
3974,gotta sleep score 2 damn things everywhere austin,2
3975,launch major social network called circles gt update preview planned,1
3976,apps speech therapy communication showcased,2
3977,okay circles debuting today,1
3978,wow shakespeares pub 6th st heres delete button video camera,2
3979,bjdproductions schools marketing experts tech,1
3980,oh god rumor opening temp austin ampipad 2 launch,2
3981,selfish brand microsoft served brand wellsxsw,0
3982,thank picked book killer photoes sxswchi sxswi,2
3983,launchrock launching sky 4 grabs click 2 find location launch via,1
3984,thats impressive quotpopupquot must purchased 2 enjoy,2
3985,half hour futureoftouch first microsoft speakers,1
3986,launch major social network called circles possibly today socailmedia facebook networks tech,1
3987,crazy loving never seen many products amp thick rimmed glasses one place,2
3988,set open popup shop core action sell ipad2 ipad2,1
3989,guy gets logo tattoo austin,1
3990,popup line finally dwindled time check ipad2,1
3991,1 lots fun hollergram app killing,1
3992,see indie game development going cc,1
3993,must one without ipad2 someone needs make case makes original look like 2nd gen,2
3994,pick great unlockable deals checking places latitude apps googleblog vip,2
3995,enchantment get trustworthiness zappos likeability virgin product,2
3996,lightbox photos wants android camera app,2
3997,get nav schemes done shape lesson,1
3998,talking bar codes use open source bar code api used devices mobile,1
3999,toptweets rumor opening temporary downtown austin,1
4000,brought 5 employees texas staff popup,1
4001,south southwest panels illustrated pics sometimes best news ogilvy trending cyber,1
4002,farooqui mobile ios android catching fast grow allow inapp purchasing gamesfortv,2
4003,great talk using game mechanics get user engagement rocked,2
4004,say heard quotpop storequot pictured something along lines inflatable bouncy castle,1
4005,searching temporary,1
4006,chris sacca tweets fake beta invite follower swarm ensues techcrunch chris sacca tweets,1
4007,best thing saw tonight security guards protecting 2 awesome,2
4008,strange little japan news penetrates bubble bar tvs cnn suggest anything 2 going,1
4009,wonder setting makeshift shop sell ipad2s tomorrow,1
4010,open graph repair damage title tag microformats,0
4011,aaron p apps dont feel like web much browser neither web print newsapps,1
4012,huge success already methinks live music capitol could use one fulltime eh nudgenudge appleatxdt,2
4013,quotat schools marketing expertsquot,2
4014,selfrespecting fanboy attend interactive event year without ipad2 sxswi,2
4015,n37 scent codes valid 40075959p 031411 infektd necro,1
4016,thanks sharing news thoughts news,1
4017,rumor opening temporary downtown austin 2 launch bitlyg03mzb,1
4018,ppl spoken quotgreat session w bing danny sullivan bring back next year larger roomquot qagb sxswi,2
4019,id say 75 booths tradeshow waffling 2 portion reps dressed crazy characters,1
4020,next year im going set bootleg sidewalk cart austin sell macbook power adapters cables oh red bull,1
4021,apps speech therapy communication showcased conference sxswi assistivetech,2
4022,free itunes album featured artists grab missed,2
4023,piece awesomeness arduino android flaming skulls smartthings,2
4024,ûïmention hey austin know little android love music amp wanna make 20hour please let knowû,1
4025,presentation touchingstories zinio online,1
4026,austin wkamp need fixedfind guy wthe sign hilton cnr near conventionctr,1
4027,check tokii maple leaf digital lounge wwwtokiicom,1
4028,atampt user friends keep borrowing verizon chk schedulestheir networks ridiculously slow,2
4029,im one without products,1
4030,big buzz year 2 course group chattext services like group yobongo know fb,1
4031,marissa mayer vp search live moments,1
4032,killing quotyou canadian tuxedo lose hoursquot,2
4033,hard time tweeting using using much better hisxsw,2
4034,show mustache monocle freedrinks hipsters,1
4035,schools marketing experts via,2
4036,best thing ive heard weekend quoti gave 2 money japan relief dont need 2quot,0
4037,less half hour well tell win 2 sxswi,1
4038,nice made lots sells sure popup,2
4039,search via twitter work check googles real time search least get results,2
4040,launch major social network called circles possibly today updated,2
4041,improving web design using engineering metrics intuition overuse metrics cannot find best solution use,1
4042,hoot blog post hootsuite mobile updates blackberry amp android,1
4043,2 queue epic,2
4044,ubersocial app includes uberguide sponsored mashable,1
4045,presentation mayer sales pitch fail,0
4046,fromubersocial app includes uberguide sponsored mashable,1
4047,picked leanstartup bundle startups reading,1
4048,z9 codes valid 800115959a 031211 infektd zlf,1
4049,inspiring stories coming quoti gave 2 money japan relief dont need 2quot,1
4050,data oil companies like facebook monopoly terms service wary,0
4051,looking fwd dj dark party tonight great first day,2
4052,peter cashmore 2 minor improvement worth unless money burn,0
4053,even begins winsåêsxsw via,2
4054,check app gonna huge next week beyond,2
4055,ûïmention launch major social network called circles possibly today sxswû itll never beat myspace,0
4056,trumps nvidia tablet gaming entry friends house,2
4057,quotgoogle launched checkins month agoquot check ins ok check outs future bizzy via,1
4058,cool open temporary peer pressure make buy ipad2,2
4059,good session 2 years time saved every day people qho use maps quotroute aroundquot feature,2
4060,launch major social network called circles via,2
4061,hurrahthe sxswi festivities begun met mozilla folks tonight event,1
4062,found ballroom volunteer door sxswi,1
4063,claims android phones everywhere last years dude ios android ratio like 15to1 4 everywhere,2
4064,location location location via yam,1
4065,ûïmention talking googles effort allow users open systems bettercloud sxswû,2
4066,loving video geo geeks skiing lake tahoe marissagoogle,1
4067,bad shows late shoots ideas leaves early meeting personality 2 gamestorming,1
4068,super cool apples pop office building sxswi austin,2
4069,inofficial torrents available,1
4070,happy cant make austin download free featured artists playlist,1
4071,line longer 311 temp ipad2 314 microsoft booth ie9 yeah right,2
4072,talked mike tyson game lets fight pauly celebs,2
4073,crm scrm join next sunday 313 noon hilton austin 4 coffee amp chat old act users amp show viporbit 4,1
4074,got vmware talent community app rockin signing talented professionals tonight find,2
4075,free playlist enjoy,1
4076,crowdbeacon put together guide latest update app going sick,2
4077,come celebrate austin gsdampm hotpot blog fb,1
4078,bored keynote,2
4079,time wakeuplaughing appstore itunesifr3dw,2
4080,kicking 80s style party,1
4081,epicurious flipboard cnn wired moma examples good design,2
4082,trying balance power power needs vs 3g sucks quick might go airplane mode,0
4083,health2dev zeiger quothealth moving much slower could bequot,1
4084,checking design headaches author josh clark tapworthy,1
4085,sxswparty matt damon upstairs party maggie maes 6th st,2
4086,buy 2 give finger better yet give four em,3
4087,sounds like job detail bomb app would love early adopters,2
4088,remember last campaign amp upcoming event album dropped,1
4089,danger sitting floor charging laptop ipod etc dreaded quotdead buttquot damn tingles sxnewworlds,1
4090,twitter anyway removeburn hashtags eg v v bored already already,0
4091,cant talk liquid exp without talking kindle showing examples web kindle versions liquidux,1
4092,didnt get 2 im yes depressed,2
4093,2 giveaway closes today need sign entered automatically pls,1
4094,heading design headaches hilton salon j,0
4095,launch social network circles point today,1
4096,next designing interfaces hit quotyour brand obsoletequot,3
4097,opening temporary 2week make easier get ipad2 geeks attending conference,1
4098,whats go app android faulty,0
4099,srsly ûïmention rumor temporary downtown austin 2 launch,2
4100,article good im linking train opposite easy,3
4101,anyone going buy donate japan tsunami victims instead,0
4102,1st billboard article spotify pandora tech invades austin sxswi 2011,1
4103,skifta appbased media shifting service turns android phone mashable sxswi,1
4104,slate see much traffic mobile safari app electricnews,1
4105,got mophie juice pack plus 4 im ready double battery life ftw,2
4106,future quotthe power herequot paired augmented reality contextual reality pnid,1
4107,bad want go home read reader feed geek,2
4108,room full design headaches talk,2
4109,launch major social network called circles,1
4110,hey theres offers ya,1
4111,imagines future asks quotwhy want know thatquot search smscifi,1
4112,awesome conversations networking line,2
4113,quoti believe god explanation apples continued existencequot guy kawasaki enchantment,0
4114,flipboard developing version android says,1
4115,gearing make splash launch quotgroupon living socialtypequot rewards,1
4116,apples temporary austin outlet another example marketing brilliance via,2
4117,looks like publicly denying quotcirclesquot presented today,1
4118,saw first 2 user tooûócan tell white one iminfanboycentral,1
4119,4g connectivity smart phones joe berry connectedcar,1
4120,spark selected finalist team android choice awards youre austin 313 please come amp support,1
4121,anyone leaving iphoneipad time kill airports flights download tiny wings youre welcome im sorry,2
4122,aight heres wed thurs list possibilities hope see twitter buds atx week,1
4123,thank awesome party,1
4124,hey users instagram hipstamatic enjoy using week sure making things interesting,1
4125,fell asleep 2 hours eyes open staring stream 2,1
4126,check designing interfaces navigation schemas uxdes,1
4127,preview social network called circles interactive today social circles,1
4128,found road dawg check,2
4129,going alot better u 5 carry around,2
4130,rule ooing ahing get big deal everybody one,0
4131,looking best disc created winner gets 2,1
4132,good question amp brands answer probably except coursemaybe netflix,2
4133,video 2 line walk austin texas get one today,1
4134,smileyparty really want win sn,2
4135,love quotapple comes cool technology ones ever heard dont go conferencesquot,2
4136,ûïmention 2 takes video via mashableû,1
4137,everywhere opening popup austin,1
4138,iie ad 85 si swimsuit issue garage sale,1
4139,technology lightbox_photos wants android camera app although android adoption tech,1
4140,n33 love town codes valid 120035959p 031411 infektd necro,1
4141,im watching quotdesigning interfaces navigation schemasquot uxdes,1
4142,mashable 2 takes video gadgets,1
4143,opening temporary downtown austin 2 launch,1
4144,guy kawasaki quoti believe god explanation continuous survival yearsquot lol,0
4145,saw company today ready launch sounds lot like circles actual personal privacy wwwmycubecom,1
4146,context everything hollrback rolls android app eve via,1
4147,cool download free featured artists sampler today,1
4148,stop killing trees post business cards dead send card via hashable,1
4149,ûïmention great example retail layed future registers checkout line,2
4150,groupedin nice app groups aber leider nur fì_r,2
4151,passed beat pick track dirty ass atv ona flatbead large driver iphonesxsw,1
4152,mr heavenly aka band w michael cera ready rock bat bar cameras de rigeur,2
4153,able afford attend buy today consider saving japan earthquake relief sayin,1
4154,android apps survive 2011,2
4155,brilliant marketing quotapple opening temporary downtown austinquot next world buy,2
4156,go beyond hour amp share positive actions world download earthhour app,2
4157,tomlinson tx observer says subscription data holding biggest impediment success newsapps,0
4158,check,1
4159,featured artist playlist available free via free music,1
4160,lose hour tonight attendees blame microsoft get credit fixing christmas,2
4161,headed sole event aclu dotrightsgoogle party,1
4162,far longest line,1
4163,free quotpayments android platformquot webinar march 30th register today mr,1
4164,woohoo hollergram app killing,2
4165,thanks youre trying contact friends family japan created person finder,1
4166,doodles always strive respect complement original artwork googledoodle,2
4167,video first ipad2 unboxing outside coming soon find decent wifi,2
4168,open popup downtown austin 1st floor bldg 6th amp congress 2 launch morefunpeoplewatching,1
4169,upside start today 2 releases,2
4170,lost corrupted crazy hotels good times aus austinbergstrom,0
4171,html 5 booth,1
4172,absolutely timely good schtuff people finder 4 japan quake iqlab,2
4173,n14 blood codes valid 40075959p 031211 infektd necro,1
4174,saw someone filming trade show floor w teeny hand held steady cam jealous,2
4175,major ios update day genius project manager came brilliant idea nowhammies,0
4176,cancel trip austin todayim weather found great itunes mix artists amp freelink,2
4177,arrived austin hotel room byoap bring products mbp wifes imac,1
4178,biggest takeaway uxdes thus far bring physical world design amp recreate already learned experiences,1
4179,social media tool launch major social network quotcirclesquot possibly today,1
4180,¼ happy womans day make love fuss _ ã_ edchat musedchat sxswi classical newtwitter,1
4181,ûïmention launch major social network called circles possibly today sxswû,1
4182,couple blogs random tips awesome app dev politics behind html5,1
4183,hot pot mobile maps interesting app sxswi,2
4184,web fontspretty tradeshow,2
4185,oh popup quotoh old onequot crazytimes,3
4186,interrupt regularly scheduled geek programming big news circles,1
4187,quadroid qualcomm android called platform next decade vs wintel cloud,2
4188,hearing exapple expentagram industrial designer really cool perspective gsdm,1
4189,atx,1
4190,fun w checkins feature see latest article quotroll 4squarequot,2
4191,geek charlie sheen goddesses schmittastic,1
4192,future mapped kia recalls 70000 optimas top advertising news,1
4193,want free juice pack air 4 weûªll giving away 5 2bannounced location stay tuned,2
4194,mike tyson wants knockout cnet blogs,2
4195,wow demand 2 insatiable seems sold everywhere austin texas suppose town isnt helping,2
4196,naomi campbell popup stores rage naomi ca,1
4197,launch major social network called circles possibly today via pcbuzz,1
4198,technews man panhandling 2 whatûªs world coming tech_news ipad_2 tech,1
4199,free music compilation featured artists itunes amplifiedlife,1
4200,installing android get vip pedicab treatment,2
4201,improve website rankings advice amp bing via,1
4202,rumor mill 3 6 15 cameras slightly thinner rare earths case quotdifferentquot still smudgy screen,1
4203,¼ love 2 entertain youû_please donûªt grateful _ ã_ edchat musedchat sxswi classical newtwitter,1
4204,poursite learning lifechanging impact real peoples actual lives bravo,2
4205,lineup pop,1
4206,lynn teo nav schemas uxdes,1
4207,first day exhibit hall open stop emc booth enter win 2,2
4208,studies players tell us quotpetting makes happyquot tapworthy,2
4209,launch social network circles point today,1
4210,im headed hear talk integrated social network dynamics team synergy ive got ready go,1
4211,used think started making great apps official app blows versions site away,2
4212,free brats amp cheesesteaks 2 giveaways squarespace much little time stomach space,1
4213,line around austin popup unbelievable technology junkies,1
4214,quotcredit card companies know 98 accuracy 2 yrs youre going get divorcedquot,1
4215,ill use 2 someone gives otherwise actually task,2
4216,ladies gentlemen mr street ive meetings im line popup ipad2,1
4217,ok im interested launch major social network called circles possibly today,2
4218,easy reviews small business drive places seo smm,1
4219,2 years time saved every day people qho use maps quotroute aroundquot feature,2
4220,renew features mapsexability see inside amazing museums able zoom brushstroke loveher,2
4221,win sony xperia play android phone tuesday 315 details,2
4222,company company best supply chain walmart behance,2
4223,lots free music bands,1
4224,geek charlie sheen goddesses via peterapokotos,1
4225,best design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy,2
4226,heat map global searches hotpot,1
4227,preparing talk doodles fun friday 5pm,2
4228,quotgoogle tweetquot quotthink speakquot mark belinsky 911tweets panel,2
4229,interesting presentation helped disabilities insightful poursite,2
4230,third time charmgtgtgt launch social network cnet news,2
4231,ubersocial app includes uberguide,2
4232,example microformat recipe finder weeks ago adapting microformats microformats,1
4233,ûïmention whrrl app live app android marketplace get hot time sxswû,2
4234,start compete bigger guys like checkins pnid,2
4235,i41 slap face codes valid 800115959a 031511 infektd zomb,1
4236,got back door invite party goona network ass,2
4237,marissa mayer connect digital amp physical worlds mobile,1
4238,65quot multitouch maps hotpot event,1
4239,bored keynote use draw picture even good artist sxswi,2
4240,people notsmell great hereforwork nottheipad2,0
4241,fans get really excited unique design klick sleeves models straps,2
4242,team android ûò full party details revealed news austin team_android,2
4243,holy smokes ipad2 replacing flip cam default video capture device beautiful elegant,2
4244,lose hour tonight attendees blame microsoft get credit fixing christmas,2
4245,wanna know fast cellular signal get coverage austin ios free detailed maps,1
4246,free android tshirt,2
4247,help win 2 click like following picture party thanks,1
4248,ogilvy sydney podcast ep3 many hashtags ausxsw,1
4249,lustre pearl teamandroidsxsw cause love android geeks,2
4250,week total envy fb,2
4251,preview major social service called circles today cc,1
4252,beyondbroadcast evaporation business model platform app makes tools,1
4253,schools marketing experts,2
4254,wow rtmention interrupt regularly scheduled geek programming big news circles,2
4255,best thing ive heard weekend quoti gave 2 money japan relief dont need 2quot,0
4256,go blackberry windows phone 7 go available andro music news,1
4257,finished long day ready tomorrow starting event ending cupcake social,1
4258,btw sold 3g models vzw amp atampt,1
4259,dude thought buddy figured put keyboard told netbook guy unconvinced obviously wasted,1
4260,austin,1
4261,ughhhapple austin domain rain 3g ipads first 25 minutes right got ipad2,0
4262,anyone know ill able find video marissa mayers presentation,2
4263,great weather greet still need sweater nightapple putting quotflash storequot downtown sell ipad2,2
4264,probably put away android party kinda embarrassed,0
4265,tip hashtag search throttled dumb 420 errors use eg fsw,1
4266,yeah love cheese w maggie maes pic,2
4267,android amp app launches also keep handy lil device updated wevent info eventseekr,2
4268,quarter music industry 70 digital sales touchingstories tbwasxsw,2
4269,looks like line popup congress ave already end block stevejobswins,3
4270,putting gun head give,2
4271,hope everyone rsvpd temporary downtown austin,1
4272,amp want drink free get ask around app find amp join us drinks austin,2
4273,gingerman theres gent kilt playing nnnneeerrrrddddsss,1
4274,wanting buy ipad2 temporary open austin,1
4275,watching guy simultaneously use laptop force strong one mmm,1
4276,sxswi place considered rude text tweet look phoneipad meal conversation,1
4277,even begins winsåêsxsw gt gonna get sum via,2
4278,kid ducked exposing 4chan4eva tattoo small back flew right,1
4279,spark android teamandroid award read,1
4280,gowalla expected launch grouponlike rewards via,1
4281,opening temporary 2 handle demand,1
4282,interactive award music category goes quotwilderness downtownquot congrats shared winning,1
4283,week clip joins review free go app ipad2 sxswgo,2
4284,another great review super kaiju hero force quotthe jokes little childish judge since im 13quot lol,1
4285,find sxswi info get free android phone,1
4286,day 5 already share photos video ireport cnn app,1
4287,heading austin austin guide free limited time lp travel,2
4288,quotgoogle many products needs condense themquot fyi nine mobile products,0
4289,interviewed far cat totally agree ur comms brand love word,2
4290,1st billboard article spotify pandora tech invades austin sxswi 2011,1
4291,slides talk quotipad design headaches quot tapworthy really interesting designers well,0
4292,two austinarea retail locations anticipation gadget gadgets,1
4293,googles art project puts famous artworks 7 billion pixels allowing zoom amp get entirely different view art,2
4294,feel unequipped compared everyone else dang,0
4295,still big line outside apples popup shop 3 days ipads debut,1
4296,wish listening googles marissa mayer discuss products including hotpot watch yelp,2
4297,googlebing qampa panel like worlds expensive seo consultation,2
4298,helpful hint charge charger charge 34 time,1
4299,sam unlocked tightasstraveler achievement using maps transit instructions,1
4300,thank jeanne retweet opening popup great way get people even excited tech,2
4301,video playbook action still wins,2
4302,npr fan built first app affiliated npr firefighter coder,1
4303,2nd place fandango karaoke 1st prize 1 yr fandango tkts useless canada 2nd prize useful,2
4304,case rabbits forgot home opening popup austin,1
4305,saw u r going dwnld groundlink app amp ride 10 austin sxswi see us booth 437,1
4306,temp 6th st austin closed night quottheyre stuff says austin cops barring door,1
4307,miss battelle interview 2 ampsocial media last week find video,1
4308,amusing long lines temp starbu cks acrosse street people seem unpack,2
4309,life online podcast w android security dickbar ie6 amp 2 lolshow,1
4310,mom might call big power plant cnn offchain set trombone shorty pbs sad missed rye rey,3
4311,quotgoogle tweetquot quotthink speakquot mark belinsky 911tweets panel,1
4312,forward delicious tmobile 4g austin users struggle anything,0
4313,awesome meet standing queue yesterday day 2,1
4314,spilled beans next platform flipboard team started working sxflip sxswi,1
4315,quotthe classiest fascist company americaquot says,0
4316,abba gotten dissed 2 panels row love music amp apis googletv apps connected tv experience poor abba,1
4317,stupid find mac game via 1amp2,1
4318,tweethouse watching dj rock check wwwranaco dotco,2
4319,buildings quotsprout upquot maps mobile,1
4320,playing fave app wow rock next week,2
4321,consumerists quotworst company america 2011quot tournament bracket pitted microsoft first round,0
4322,launching denies social network called circles debut today despite report,1
4323,ill tonight handing stickers amp coupons dodo cases ipad2,2
4324,announce circles social network seo sem googlecircles topnews,1
4325,saw someone take picture 2 first time looks ridiculous youd expect sightings,0
4326,thanks love show us via twitpic well share love zazzlesxsw,2
4327,grrrplancast stuff exported calendar san diegopacific time shift central tme wack,0
4328,verizon iphones fell back hour instead springing ahead tech,1
4329,tests ûïcheckin offersû,1
4330,best pickupline charger,1
4331,said photos sheltongreen ericschu_ras,1
4332,make sure donating japanese red cross japan sxswcares quake thank,1
4333,temporary sneaky usual,2
4334,even begins wins,2
4335,yup dont third app yet im android suggestions cc,1
4336,important make sure donating japanese red cross japan sxswcares quake,1
4337,want win get case mentionr,2
4338,lounge free daily recharge devices see art made show åç austin details,1
4339,amp finished mad dash complete ipadformatted web app client thatll showing fun,1
4340,hootsuite launches analytics integrates facebook analytics looks good hootsuite hootstats,1
4341,excited giddy announce music withme android available android market,2
4342,aclu 1980s party college friend havent seen 18 years magic,1
4343,could game improve ecodriving habits ûï35 million miles day driven maps navigation assistedquotsxsw,1
4344,launch major social network called circles possibly today,1
4345,ha ûïmention quotapple comes cool technology ones ever heard dont go conferencesquotû,2
4346,marissa mayer connect digital amp physical worlds mobile,1
4347,tm litle girl wants guess got get one checked pop,2
4348,photo still lineup around block,1
4349,apps distract pubs sez khoi vinh instead focusing reader exp theyre delivering content 3 ways,0
4350,nerds spazzmatics quotparty like 1986quot party hosted,2
4351,line rob ipad2,1
4352,shoe foot newspapers always chasing young readers young developers pack panel design boomers yourmom,1
4353,via 2011 bing smackdown bloody banality,1
4354,wonder front camera back camera use ratio different btwn,1
4355,still waiting someone stop 2 game prize waiting,2
4356,reproducing digitally way organically consume information goggles best example marissameyer,2
4357,gee wonder many android apps updating,1
4358,quoi de neuf sur blogger whatûªs blogger official blog,1
4359,hashable rocking quotcloudquot business cards android,1
4360,every game app ad interactive guide shows either atampt amp sxsws two promos show wp7 amp android,1
4361,arrived gsdm amp industry party,1
4362,fast fun amp future presenting search local mobile,2
4363,news ûïmention social important screw big launch circus,1
4364,arent missed dance party lifetime,2
4365,quotgoogle tests ûïcheckin offersû sxswquot sa coupons 4sq,1
4366,also check android amp web group chat whiteboarding location amp image sharing app,1
4367,u gotta fight yr right party amp privacy aclugoogle partylikeits1986,1
4368,tech interaction events apps right,1
4369,chris messina dropping knowledge web identity coming hyatt right move,2
4370,users getting 3g data im going download worlds smallest violin app working 4g,1
4371,doodles aim bring people together socially promote communal experience googledoodles,2
4372,rather web 20 large data sets became valuable amazon adwords netflix,1
4373,recounts batshit insanity doubling quotcreativityquot ensures quotdont suckquot michaels room groupon,1
4374,interviewing show portfolio amp examples work amp walk pieces borrow must,1
4375,get film red carpet coverage cw austin star mandy dugan groupedin get app,1
4376,tradeshow floor engage w multitouch interactive wall take part augmented reality 3d enter win,1
4377,congrats executing event guide loaded sxsw11,2
4378,gave extreme temptation bought 2 impulse,3
4379,temporary line goes around block,1
4380,maps used provide common reference points printed fast paced ground reactions arabspring,1
4381,whos heading popup today anyone know time sale starts sxswk,1
4382,looking cool twitter app track action week check tweetignite,1
4383,really cool stop let us make custom case zazzlesxsw sxswi,2
4384,ûïthe classiest fascist company existenceû kara swisher,1
4385,line 2 temp austin texas,1
4386,attn frineds register gdgtlive see cobra iradar android,1
4387,kawasaki quotnot cs lewis level reasoning apples continued existence evidence existence godquot bawling,2
4388,popup shop sucks,0
4389,googles possible release social network circles looks endorsed aclu 22sxsw,1
4390,ha wow opening temporary 2 handle demand,2
4391,check route rsvp gt httpswwwfacebookcomeventphpeid141164002609303 sxswi,1
4392,needs help badass android developer right debugging emergency know anyone,1
4393,temporary opens 6th amp congress tomorrow ipad2,1
4394,joined heaving river flow see marissa mayer,2
4395,fun interactive maps party,2
4396,lounge recharge coffee h2o art showfree daily 106 e 8th congress åç austin details,1
4397,well forget nfl lockout right gonna focus getting shinmy 40min makes happy nfl,2
4398,sure 4this dont recommend apps oh amp dont follow either wth,1
4399,also use site check,1
4400,love macbook year one runs juice jump next,2
4401,heading free googlesponsored happy hour semantic web austin fogo de chìáo,2
4402,im retweeting chances added spreadsheet,1
4403,lounge recharge coffee h2o art showfree daily 106 e 8th congress åç austin details,2
4404,popup austin 2 weeks time ipad2 ships great timing,2
4405,learnt searches jesus star wars much allhat,1
4406,thanks making great products great making party podcasts,1
4407,surprise opened popup austin nerds town get ipads http,1
4408,wonder intentionally scheduled ipad2 release coincide steve jobs crafty genius youû_,2
4409,many ppl w products think head explode message brought via,2
4410,annoyed schedule app bad ui fingers aint fat yall,0
4411,health sessions via,1
4412,even begins winsåêsxsw,2
4413,gdgtaustin attendees havin fun happy stop way last chance win 2,1
4414,platform concertgoers launches android app time,1
4415,anyone know selling 2,1
4416,session waiting marissa mayer,1
4417,talking quottopicality reputationquot search ranking im sure saw bing writing notes qagb,2
4418,brand focuses purpose object survive amp succeed search useful info nike sneakers performance,2
4419,comprando mi 2 en el w 62 others,3
4420,gets another downtown austin congress amp west 6th street,1
4421,need workspace book app virtualoffice,2
4422,coinsidence sounds like good strategy wish could go,2
4423,circles ûïmention launch major social network called circles possibly today sxswû,1
4424,opens popup austin tx,1
4425,party without doubt best party ive ever well done,1
4426,40 maps usage mobile,1
4427,ning amp mobile roadie thrilled offer unofficial insiders guide fun austin,2
4428,win 2 bizgym video clipcon see intro reel suasxsw sxswaccel ceokidschat entrepreneur smallbiz,1
4429,apps speechtherapy communication showcased conference iear edchat asd,1
4430,marissa mayer connect digital amp physical worlds mobile via,1
4431,hey jen hear circles,1
4432,uses chrome developer tool points javascript console extensive api killerhack,1
4433,update heading buy,2
4434,temporary huge line,1
4435,launch major social network called circles possibly today,1
4436,tv thanks tv watch guy live livingû_,2
4437,content curation publishing aggregated content effective googlesavvy audiences,1
